Başlık,Marka,Ürün Modeli,Kullanım Amacı,Renk,Cihaz Ağırlığı,İşlemci Tipi,İşlemci,İşlemci Nesli,İşlemci Çekirdek Sayısı,İşlemci Cache,Temel İşlemci Hızı,Maksimum İşlemci Hızı,Ram (Sistem Belleği),Ram Tipi,Bellek Hızı,SSD Kapasitesi,Harddisk Kapasitesi,Ekran Boyutu,Ekran Panel Tipi,Max Ekran Çözünürlüğü,Ekran Özelliği,Ekran Yenileme Hızı,Ekran Kartı Tipi,Ekran Kartı,Ekran Kartı İşlemcisi,Ekran Kartı Hafızası,Ekran Kartı Bellek Tipi,İşletim Sistemi,Çekilme Zamanı,Fiyat (TRY),Link
"Apple MacBook Pro M3 Max 36GB 1TB SSD macOS 16"" Taşınabilir Bilgisayar Uzay Siyahı MRW33TU/A",Apple,Notebook,,Gri,2 - 4 kg,Apple M3 Max,Apple M3 Max,Apple M3 Max,,Belirtilmemiş,,Yok,36 GB,Belirtilmemiş,,1 TB,Yok,16 inç,Liquid Retina XDR,3456 x 2234,,,,Belirtilmemiş,,Belirtilmemiş,Onboard,macOS,2025-12-02 04:04:20,161.155 TL,https://www.hepsiburada.com/apple-macbook-pro-m3-max-48gb-1tb-ssd-macos-16-tasinabilir-bilgisayar-uzay-siyahi-muw63tu-a-pm-HBC00005AIAHV
"Asus TUF Gaming A15 FA506NC-HN006 AMD Ryzen 5 7535HS 8GB 512GB SSD RTX3050 Freedos 15.6"" FHD Taşınabilir Bilgisayar",Asus,Oyun Bilgisayarları,,Siyah,2 - 4 kg,AMD Ryzen 5,7535HS,Ryzen,,19 MB Cache,,"4,55 GHz",8 GB,DDR5,4800 MHz,512 GB,Yok,"15,6 inç",IPS,1920 x 1080,Full HD,144 Hz,Harici Ekran Kartı,Nvidia GeForce RTX 3050,,4 GB,GDDR6,Yok (Free Dos),2025-12-02 04:04:26,"29.842,10 TL",https://www.hepsiburada.com/asus-tuf-gaming-a15-fa506nc-hn006-amd-ryzen-5-7535hs-8gb-512gb-ssd-rtx3050-freedos-15-6-fhd-tasinabilir-bilgisayar-pm-HBC000068RZ7I
"HP Victus Gaming 15-FB3040NT AMD Ryzen 7 7445HS 16GB 512GB SSD RTX3050 Freedos 15.6"" Taşınabilir Bilgisayar BX9V1EA",HP,Oyun Bilgisayarları,,Siyah,2 - 4 kg,AMD Ryzen 7,Ryzen 7,Yok,,16 MB L3 Cache,,"4,7 GHz",,DDR5,5200 MHz,,Yok,"15,6 inç",LED,1920 x 1080,,,Yüksek Seviye Harici Ekran Kartı,Nvidia GeForce RTX 3050,,4 GB,GDDR6,FreeDos,2025-12-02 04:04:31,31.999 TL,https://www.hepsiburada.com/hp-victus-gaming-15-fb3040nt-amd-ryzen-7-7445hs-16gb-512gb-ssd-rtx3050-freedos-15-6-tasinabilir-bilgisayar-bx9v1ea-pm-HBC0000AD4AGB
Lenovo Loq 15IAX9 Intel Core I5 12450HX 24GB 1tb SSD RTX4050 Freedos 15.6'' Fhd 83GS00QETR,Lenovo,Oyun Bilgisayarları,Oyun ve Eğlence,Gri,"2,38 kg",Intel Core i5,12450HX,12. Nesil,8,12 MB Cache,"3,1 GHz","4,4 GHz",,DDR5,4800 MHz,,Yok,"15,6 inç",FHD,1920 x 1080,Full HD,144 Hz,Yüksek Seviye Harici Ekran Kartı,Nvidia GeForce RTX 4050,Nvidia GeForce RTX,6 GB,GDDR6,FreeDos,2025-12-02 04:04:36,"39.121,50 TL",https://www.hepsiburada.com/lenovo-loq-15iax9-intel-core-i5-12450hx-24gb-1tb-ssd-rtx4050-freedos-15-6-fhd-83gs00qetr-pm-HBC0000AD5AHW
"Lenovo Thinkbook 16 21KH001ETR I5-1335U 16GB 512GB SSD O/b Intel UHD 16"" Dos Gri Notebook",Lenovo,Notebook,,Gri,2 kg ve Altı,Intel Core i5,1335U,13.Nesil,,12 MB Cache,,"4,6 GHz",,DDR5,5200 MHz,,Yok,16 inç,IPS,1920 x 1200,,,Dahili Ekran Kartı,Intel Iris Xe Graphics,,Paylaşımlı,Onboard,Yok (Free Dos),2025-12-02 04:04:40,"24.607,85 TL",https://www.hepsiburada.com/lenovo-thinkbook-16-21kh001etr-i5-1335u-16gb-512gb-ssd-o-b-intel-uhd-16-dos-gri-notebook-pm-HBC00005NC5W6
"Monster Abra A5 V20.5 Intel Core I5 13420H 16 GB Ram 500 GB SSD 4 GB Rtx 3050 Freedos 15,6"" Fhd 144 Hz Taşınabilir Bilgisayar",Monster,Notebook,Oyun ve Eğlence,Siyah,2 - 4 kg,Intel Core i5,Intel Core i5,13.Nesil,,12 MB Cache,"2,1 GHz","4,6 GHz",,DDR4,3200 MHz,,Yok,"15,6 inç",IPS,1920 x 1080,Full HD,144 Hz,Dahili Ekran Kartı,Nvidia GeForce RTX 3050,Nvidia GeForce RTX,4 GB,GDDR6,Yok (Free Dos),2025-12-02 04:04:45,37.877 TL,https://www.hepsiburada.com/monster-abra-a5-v20-5-intel-core-i5-13420h-16-gb-ram-500-gb-ssd-4-gb-rtx-3050-freedos-15-6-fhd-144-hz-tasinabilir-bilgisayar-p-HBCV00008M9YGS
"Lenovo V14 G4 83A00078TR009 I5-13420H 16GB 512SSD 14"" Fhd W11P Dizüstü Bilgisayar",Lenovo,Notebook,Ofis ve İş,"Siyah, Siyah",2 kg ve Altı,Intel Core i5,13420H,13.Nesil,8,12 MB Cache,"1,5 GHz","4,6 GHz",,DDR4,3200 MHz,,Yok,14 inç,TN,1920 x 1080,Full HD,60 Hz,Dahili Ekran Kartı,Intel UHD Graphics,Paylaşımlı,Paylaşımlı,Paylaşımlı,Windows 11 Pro,2025-12-02 04:04:49,"31.113,04 TL",https://www.hepsiburada.com/lenovo-v14-g4-83a00078tr009-i5-13420h-16gb-512ssd-14-fhd-w11p-dizustu-bilgisayar-pm-HBC00009S4OSJ
"MSI KATANA 17 HX B14WFK-252XTR Intel Core i7 14650HX 32GB 1TB SSD RTX5060 8GB Freedos 17.3"" 240Hz QHD Taşınabilir Bilgisayar",MSI,Oyun Bilgisayarları,Oyun ve Eğlence,"Siyah, Siyah",2 - 4 kg,Intel Core i7,14650HX,14.Nesil,16,30 MB Cache,"1,6 GHz","5,2 GHz",,DDR5,5600 MHz,,Yok,"17,3 inç",QHD,2560 x 1440,QHD,240 Hz,Yüksek Seviye Harici Ekran Kartı,Nvidia GeForce RTX 5060,Nvidia GeForce RTX,8 GB,GDDR7,Yok (Free Dos),2025-12-02 04:04:54,"78.453,80 TL",https://www.hepsiburada.com/msi-katana-17-hx-b14wfk-252xtr-intel-core-i7-14650hx-32gb-8gb-1tb-ssd-rtx5060-freedos-17-3-qhd-240hz-tasinabilir-bilgisayar-pm-HBC0000AI3AYP
"MSI VENTURE 15 AI A1MG-012XTR Intel Core Ultra 7 155H 16GB 512GB SSD Freedos 15.6"" FHD 144Hz Taşınabilir Bilgisayar",MSI,Notebook,,"Gri, Gri",1 - 2 kg,Intel Core Ultra 7,155H,Intel Core Ultra Serisi,,24 MB Cache,"4,8 GHz","4,8 GHz",16 GB,DDR5,5600 MHz,512 GB,Yok,"15,6 inç",FHD,1920 x 1080,Full HD,144 Hz,Dahili Ekran Kartı,Intel Arc Graphics,Intel Arc Graphics,Paylaşımlı,Onboard,Yok (Free Dos),2025-12-02 04:04:59,39.499 TL,https://www.hepsiburada.com/msi-venture-15-ai-a1mg-012xtr-intel-core-ultra-7-155h-16gb-512gb-ssd-freedos-15-6-fhd-144hz-tasinabilir-bilgisayar-pm-HBC00008LW8NL
"Acer Aspire Lite I5-1334U 8 GB 512 GB SSD 16"" ( 1920 x 1200) IPS Windows 11 Home NX.J23EY.001",Acer,Notebook,Ofis ve İş,"Gri, Gri",2 kg ve Altı,Intel Core i5,1334U,13.Nesil,10,12 MB Cache,"1,3 GHz","1,3 GHz",,DDR5,Belirtilmemiş,,Yok,16 inç,IPS,1920 x 1200,WUXGA,60 Hz,Paylaşımlı,Intel UHD Graphics,Intel UHD Graphics,Paylaşımlı,Paylaşımlı,Windows 10 Home Single Language,2025-12-02 04:05:04,"19.019,05 TL",https://www.hepsiburada.com/acer-aspire-lite-i5-1334u-8-gb-512-gb-ssd-16-1920-x-1200-ips-windows-11-home-nx-j23ey-001-p-HBCV00009W1S7O
Dell Vostro 3530 I7-1355U 16GB 512GB SSD 15.6 Fhd 120Hz Windows 11 Pro N1605PVNB3530W,Dell,Notebook,,"Siyah, Siyah",2 kg ve Altı,Intel Core i7,1355U,13.Nesil,,12 MB Cache,"1,7 GHz","3,7 GHz",16 GB,DDR4,2666 MHz,512 GB,Yok,"15,6 inç",WVA,1920 x 1080,Full HD,120 Hz,Dahili Ekran Kartı,Intel Iris Xe Graphics,Intel Irıs Graphics,Paylaşımlı,Onboard,Windows 11 Pro,2025-12-02 04:05:08,"26.399,04 TL",https://www.hepsiburada.com/dell-vostro-3530-i7-1355u-16gb-512gb-ssd-15-6-fhd-120hz-windows-11-pro-n1605pvnb3530w-pm-HBC00008PJ2EM
Asus Tuf Gaming F15 FX507VV-LP241 8gb RTX4060 140W 13. Nesil Intel I7-13620H 16GB Ram 512GB SSD 15.6 Inç Fhd 144Hz Taşınabilir Bilgisayar,Asus,Oyun Bilgisayarları,,Siyah,2 - 4 kg,Intel Core i7,Intel Core i7,13.Nesil,,24 MB Cache,,"2,4 GHz",16 GB,DDR5,4800 MHz,512 GB,Yok,"15,6 inç",IPS,1920 x 1080,,,Harici Ekran Kartı,Nvidia GeForce RTX 4060,,8 GB,GDDR6,Yok (Free Dos),2025-12-02 04:05:13,57.999 TL,https://www.hepsiburada.com/asus-tuf-gaming-f15-fx507vv-lp241-8gb-rtx4060-140w-13-nesil-intel-i7-13620h-16gb-ram-512gb-ssd-15-6-inc-fhd-144hz-tasinabilir-bilgisayar-pm-HBC00005VF64I
"Asus Vivobook 15 Intel Core I5 16GB 512GB SSD Windows 11 Pro 15.6"" Fhd Taşınabilir Bilgisayar Snertech Çanta",Asus,Notebook,,Lacivert,1 - 2 kg,Intel Core i5,Intel Core i5,Core™ i5,,12 MB Cache,,"4,4 GHz",16 GB,DDR4,3200 MHz,512 GB,Yok,"15,6 inç",IPS,1920 x 1080,Full HD,,Dahili Ekran Kartı,Intel UHD Graphics,Intel UHD Graphics,Paylaşımlı,Onboard,Windows 11 Pro,2025-12-02 04:05:17,25.999 TL,https://www.hepsiburada.com/asus-vivobook-15-x1502za-ej1644-intel-core-i5-1235u-16gb-512gb-ssd-windows-11-pro-15-6-fhd-tasinabilir-bilgisayar-csrtech-canta-pm-HBC00005P1ZSD
"Acer Aspire Go 15 RYZEN7-5825U 32GB Ddr4 512GB SSD 15.6"" Fhd Freedos AG15-42P-R23G",Acer,Notebook,,Gümüş,2 kg ve Altı,AMD Ryzen 7,5825U,Ryzen,,Belirtilmemiş,,2 GHz,,DDR4,Belirtilmemiş,,Yok,"15,6 inç",TFT,1920 x 1080,Full HD,,Paylaşımlı,AMD Radeon Graphics,AMD Radeon,Paylaşımlı,Paylaşımlı,Yok (Free Dos),2025-12-02 04:05:22,"22.205,12 TL",https://www.hepsiburada.com/acer-aspire-go-15-ryzen7-5825u-32gb-ddr4-512gb-ssd-15-6-fhd-freedos-ag15-42p-r23g-p-HBCV0000AE7I1E
"Asus TUF Gaming F16 FX608JMR-RV075 Intel Core i7 14650HX 16GB 1TB SSD RTX5060 Freedos 16"" Taşınabilir Bilgisayar",Asus,Oyun Bilgisayarları,,Koyu Gri,2 - 4 kg,Intel Core i7,14650HX,14.Nesil,,30 MB Cache,,"5,2 GHz",,DDR5,5600 MHz,,Yok,16 inç,WUXGA,1920 x 1200,,,Yüksek Seviye Harici Ekran Kartı,Nvidia GeForce RTX 5060,,8 GB,GDDR7,Yok (Free Dos),2025-12-02 04:05:27,72.899 TL,https://www.hepsiburada.com/asus-tuf-gaming-f16-fx608jmr-rv075-intel-core-i7-14650hx-16gb-1tb-ssd-rtx5060-freedos-16-tasinabilir-bilgisayar-pm-HBC00009F4RKL
"Monster Abra A7 V15.3 Intel Core I5 13500H 16 GB Ram 500 GB SSD 6 GB Rtx 3050 Freedos 17,3"" Fhd 144 Hz Oyun Bilgisayarı",Monster,Oyun Bilgisayarları,Oyun ve Eğlence,Siyah,2 - 4 kg,Intel Core i5,13500H,13.Nesil,,18 MB Cache,"2,6 GHz","4,7 GHz",,DDR4,3200 MHz,,Yok,"17,3 inç",IPS,1920 x 1080,Full HD,144 Hz,Yüksek Seviye Harici Ekran Kartı,Nvidia GeForce RTX 3050,Nvidia GeForce RTX,6 GB,GDDR6,Yok (Free Dos),2025-12-02 04:05:31,35.399 TL,https://www.hepsiburada.com/monster-abra-a7-v15-3-intel-core-i5-13500h-16-gb-ram-500-gb-ssd-6-gb-rtx-3050-freedos-17-3-fhd-144-hz-oyun-bilgisayari-p-HBCV00007Q011H
"Monster Abra A5 V20.5.5 Intel Core I5 13420H 32 GB Ram 1 Tb SSD 4 GB Rtx 3050 Windows 11 15,6"" Fhd 144 Hz Taşınabilir Bilgisayar",Monster,Notebook,Oyun ve Eğlence,Siyah,2 - 4 kg,Intel Core i5,Intel Core i5,13.Nesil,,12 MB Cache,"2,1 GHz","4,6 GHz",,DDR4,3200 MHz,,Yok,"15,6 inç",IPS,1920 x 1080,Full HD,144 Hz,Dahili Ekran Kartı,Nvidia GeForce RTX 3050,Nvidia GeForce RTX,4 GB,GDDR6,Windows 11 Home,2025-12-02 04:05:36,42.899 TL,https://www.hepsiburada.com/monster-abra-a5-v20-5-5-intel-core-i5-13420h-32-gb-ram-1-tb-ssd-4-gb-rtx-3050-windows-11-15-6-fhd-144-hz-tasinabilir-bilgisayar-p-HBCV00008MAG5M
"Dell Vostro 3530 I5-1334U 16GB 512GB SSD 15.6"" Fhd Ubuntu Taşınabilir Bilgisayar N3409PVNB3530U 001",Dell,Notebook,Ofis ve İş,"Siyah, Siyah",1 - 2 kg,Intel Core i5,1334U,13.Nesil,,12 MB Cache,"1,3 GHz","4,6 GHz",,DDR4,3200 MHz,,Yok,"15,6 inç",WVA,1920 x 1080,Full HD,120 Hz,Dahili Ekran Kartı,Intel Iris Xe Graphics,Intel UHD Graphics,Paylaşımlı,Paylaşımlı,Ubuntu,2025-12-02 04:05:41,"22.847,04 TL",https://www.hepsiburada.com/dell-vostro-3530-i5-1334u-16gb-512gb-ssd-15-6-fhd-ubuntu-tasinabilir-bilgisayar-n3409pvnb3530u-001-p-HBCV00007J9OKR
"Apple MacBook Pro M5 24GB 1TB SSD macOS 14"" Taşınabilir Bilgisayar Uzay Siyahı MDE34TU/A",Apple,Notebook,,"Siyah, Uzay Siyahı",2 kg ve Altı,Apple M5,Apple M5,Apple M5,,Belirtilmemiş,,Yok,,Belirtilmemiş,Belirtilmemiş,,Yok,14 inç,Liquid Retina XDR,3024 x 1964,,,Paylaşımlı,Paylaşımlı,Apple M3 Max,Paylaşımlı,Paylaşımlı,macOS,2025-12-02 04:05:45,111.999 TL,https://www.hepsiburada.com/apple-macbook-pro-m5-24gb-1tb-ssd-macos-14-tasinabilir-bilgisayar-uzay-siyahi-mde34tu-a-pm-HBC0000AI8YH4
"Lenovo V15 G4 Iru Intel Core I5-13420H 16GB 1tb SSD 15.6"" Fhd Freedos Taşınabilir BILGISAYAR 83A100A4TR008",Lenovo,Notebook,Ofis ve İş,Siyah,1 - 2 kg,Intel Core i5,Belirtilmemiş,13.Nesil,,12 MB Cache,"1,5 GHz","3,4 GHz",16 GB,DDR4,3200 MHz,1 TB,Yok,"15,6 inç",TN,1920 x 1080,Full HD,,Dahili Ekran Kartı,Intel UHD Graphics,,Paylaşımlı,Onboard,Yok (Free Dos),2025-12-02 04:05:50,23.890 TL,https://www.hepsiburada.com/lenovo-v15-g4-iru-intel-core-i5-13420h-16gb-1tb-ssd-15-6-fhd-freedos-tasinabilir-bilgisayar-83a100a4tr008-pm-HBC00005S383U
"Lenovo IdeaPad Flex 5 14ABR8 AMD Ryzen 7 5825U 16GB 512GB SSD 14"" WUXGA (1920x1200) IPS Panel Windows 11 Home Taşınabilir Bilgisayar 82XX00FKTX + Lenovo Digital Kalem",Lenovo,İkisi Bir Arada,Ofis ve İş,"Mavi, Mavi",2 kg ve Altı,AMD Ryzen 7,5825U,Ryzen,8,16 MB L3 Cache,2 GHz,"4,5 GHz",16 GB,LPDDR4X,4266 MHz,512 GB,Yok,14 inç,IPS,1920 x 1200,WUXGA,60 Hz,Dahili Ekran Kartı,Onboard,AMD Radeon,Paylaşımlı,Onboard,Windows 10 Home Single Language,2025-12-02 04:05:55,31.999 TL,https://www.hepsiburada.com/lenovo-ideapad-flex-5-14abr8-amd-ryzen-7-5825u-16gb-512gb-ssd-14-wuxga-1920x1200-ips-panel-windows-11-home-tasinabilir-bilgisayar-82xx00fktx-lenovo-digital-kalem-pm-HBC00008O17ZA
"Monster Abra A5 V22.1.5 Intel Core I7 13620H 32 GB Ram 1 Tb SSD 8 GB Rtx 5050 Windows 11 15,6"" Fhd 144 Hz Taşınabilir Bilgisayar",Monster,Oyun Bilgisayarları,Oyun ve Eğlence,"Siyah, Siyah",2 - 4 kg,Intel Core i7,13620H,13.Nesil,10,24 MB Cache,"2,4 GHz","4,9 GHz",,DDR5,5200 MHz,,Yok,"15,6 inç",FHD,1920 x 1080,Full HD,144 Hz,Dahili Ekran Kartı,Nvidia GeForce RTX 5050,Nvidia GeForce RTX,8 GB,GDDR7,Windows 11 Home,2025-12-02 04:06:00,63.900 TL,https://www.hepsiburada.com/monster-abra-a5-v22-1-5-intel-core-i7-13620h-32-gb-ram-1-tb-ssd-8-gb-rtx-5050-windows-11-15-6-fhd-144-hz-tasinabilir-bilgisayar-pm-HBC000094AA2H
"MSI CYBORG 15 A13VF-1204XTR Intel Core i5 13420H 16GB 1TB SSD RTX4060 Freedos 15.6"" FHD 144Hz Taşınabilir Bilgisayar",MSI,Oyun Bilgisayarları,,Siyah,,Intel Core i5,Intel Core i5,13.Nesil,,12 MB Cache,"4,6 GHz","4,6 GHz",16 GB,DDR5,5200 MHz,1 TB,,"15,6 inç",IPS,1920 x 1080,Full HD,144 Hz,Yüksek Seviye Harici Ekran Kartı,Nvidia GeForce RTX 4060,Belirtilmemiş,8 GB,GDDR6,Yok (Free Dos),2025-12-02 04:06:05,"44.739,84 TL",https://www.hepsiburada.com/msi-cyborg-15-a13vf-1204xtr-intel-core-i5-13420h-16gb-1tb-ssd-rtx4060-freedos-15-6-fhd-144hz-tasinabilir-bilgisayar-pm-HBC00006CFQ1R
"Lenovo Ideapad Slim 3 16IRH10 I5-13420H 16 GB 1 Tb SSD UHD Graphics 16"" Wuxga Windows 11 Pro Taşınabilir Bilgisayar 83K2001RTRCB2",Lenovo,Notebook,Ev Kullanıcıları - Öğrenci,"Mavi, Koyu Mavi",2 kg ve Altı,Intel Core i5,13420H,13.Nesil,8,12 MB Cache,"2,1 GHz","4,6 GHz",,DDR5,4800 MHz,,Yok,16 inç,IPS,1920 x 1200,WUXGA,60 Hz,Dahili Ekran Kartı,Intel UHD Graphics,Intel UHD Graphics,Paylaşımlı,Onboard,Windows 11 Pro,2025-12-02 04:06:09,28.500 TL,https://www.hepsiburada.com/lenovo-ideapad-slim-3-16irh10-i5-13420h-16-gb-1-tb-ssd-uhd-graphics-16-wuxga-windows-11-pro-tasinabilir-bilgisayar-83k2001rtrcb2-pm-HBC000096ZH2I
"Asus ROG Strix SCAR 18 G835LW-SA127 Intel Core Ultra 9 275HX 64GB 2TB SSD RTX5080 Freedos 18"" WQXGA Taşınabilir Bilgisayar",Asus,Oyun Bilgisayarları,Oyun ve Eğlence,"Siyah, Siyah",2 - 4 kg,Intel Core Ultra 9,275HX,Intel Core Ultra Serisi,,36 MB Cache,"2,7 GHz","5,4 GHz",64 GB,DDR5,5600 MHz,2 TB,Yok,18 inç,IPS,2560 x 1600,WQXGA,240 Hz,Yüksek Seviye Harici Ekran Kartı,Nvidia GeForce RTX 5080,NVIDIA GeForce,16 GB,GDDR7,Yok (Free Dos),2025-12-02 04:06:14,202.799 TL,https://www.hepsiburada.com/asus-rog-strix-scar-18-g835lw-sa127-intel-core-ultra-9-275hx-64gb-2tb-ssd-rtx5080-freedos-18-wqxga-tasinabilir-bilgisayar-pm-HBC00007ZD5S4
"Lenovo Ideapad Slim 3 15IRH10 83K10062TR-05 Intel Core I5-13420H 16GB Ddr5 256GB+512GB SSD Wuxga 15.3"" IPS 60Hz Freedos Taşınabilir Bilgisayar",Lenovo,Notebook,Ev Kullanıcıları - Öğrenci,"Mavi, Mavi",2 kg ve Altı,Intel Core i5,Intel Core i5,13.Nesil,,12 MB Cache,"3,4 GHz","4,6 GHz",16 GB,DDR5,4800 MHz,512 GB,Yok,"15,3 inç",IPS,1920 x 1200,WUXGA,60 Hz,Dahili Ekran Kartı,Intel UHD Graphics,Belirtilmemiş,Paylaşımlı,Onboard,Yok (Free Dos),2025-12-02 04:06:19,24.499 TL,https://www.hepsiburada.com/lenovo-ideapad-slim-3-15irh10-83k10062tr-05-intel-core-i5-13420h-16gb-ddr5-256gb-512gb-ssd-wuxga-15-3-ips-60hz-freedos-tasinabilir-bilgisayar-p-HBCV000081PQFV
"Lenovo Thinkbook 16 G7 Arp Ryzen5 7535HS 16GB 512SSD 16"" Wuxga Freedos Dizüstü Bilgisayar 21MW000PTR",Lenovo,Notebook,Ofis ve İş,"Gri, Gri",2 kg ve Altı,AMD Ryzen 5,7535HS,Ryzen,6,16 MB L3 Cache,"3,3 GHz","4,55 GHz",,DDR5,4800 MHz,,Yok,16 inç,IPS,1920 x 1200,WUXGA,,Dahili Ekran Kartı,AMD Radeon 660M,AMD Radeon,Paylaşımlı,Onboard,Yok (Free Dos),2025-12-02 04:06:24,"28.679,04 TL",https://www.hepsiburada.com/lenovo-thinkbook-16-g7-arp-ryzen5-7535hs-16gb-512ssd-16-wuxga-freedos-dizustu-bilgisayar-21mw000ptr-pm-HBC00009Z83N1
"Asus Vivobook 15 X1504VA, i3-1315U, 16GB RAM, 512GB SSD, 15.6"" Win 11 Dizüstü Bilgisayar",Asus,Notebook,Ofis ve İş,"Lacivert, Lacivert",2 kg ve Altı,Intel Core i3,1315U,13.Nesil,6,10 MB Cache,"3,3 GHz","4,5 GHz",,DDR4,3200 MHz,,Yok,"15,6 inç",FHD,1920 x 1080,Full HD,60 Hz,Dahili Ekran Kartı,Intel XE Graphics,Intel Iris Xe Graphics,Paylaşımlı,Paylaşımlı,Windows 11 Pro,2025-12-02 04:06:29,20.999 TL,https://www.hepsiburada.com/asus-vivobook-15-x1504va-i3-1315u-16gb-ram-512gb-ssd-15-6-win-11-dizustu-bilgisayar-pm-HBC0000AHGVJ5
"MSI PULSE 17 AI C1VFKG-083XTR Intel Core Ultra 7 155H 32GB 1TB SSD RTX4060 Freedos 17"" FHD+ 165Hz Taşınabilir Bilgisayar",MSI,Oyun Bilgisayarları,Oyun ve Eğlence,"Siyah, Siyah",2 - 4 kg,Intel Core Ultra 7,155H,Intel Core Ultra Serisi,,24 MB Cache,"4,8 GHz","4,8 GHz",32 GB,DDR5,5600 MHz,1 TB,Yok,17 inç,FHD+,1920 x 1200,,165 Hz,Yüksek Seviye Harici Ekran Kartı,Nvidia GeForce RTX 4060,Nvidia GeForce RTX,8 GB,GDDR6,Yok (Free Dos),2025-12-02 04:06:33,64.229 TL,https://www.hepsiburada.com/msi-pulse-17-ai-c1vfkg-083xtr-intel-core-ultra-7-155h-32gb-1tb-ssd-rtx4060-freedos-17-fhd-165hz-tasinabilir-bilgisayar-pm-HBC00008C39VB
"Lenovo Thinkpad E14 G5 I5-13420H 16GB 512GB SSD 14"" Freedos Taşınabilir Bilgisayar 21JK00LCTX",Lenovo,Notebook,Ofis ve İş,"Siyah, Siyah",2 kg ve Altı,Intel Core i5,13420H,13.Nesil,8,12 MB Cache,"2,1 GHz","4,6 GHz",,DDR4,3200 MHz,,Yok,14 inç,IPS,1920 x 1200,WUXGA,60 Hz,Dahili Ekran Kartı,Paylaşımlı,Intel UHD Graphics,Paylaşımlı,Paylaşımlı,Yok (Free Dos),2025-12-02 04:06:38,35.999 TL,https://www.hepsiburada.com/lenovo-thinkpad-e14-g5-i5-13420h-8gb-512gb-ssd-14-freedos-tasinabilir-bilgisayar-21jk00lctx-001-pm-HBC00007OY9JT
"Apple MacBook Air M4 16GB 512GB SSD macOS 13"" Taşınabilir Bilgisayar Gök Mavisi MC6U4TU/A",Apple,Notebook,,Mavi,2 kg ve Altı,Apple M4,Apple M4,Apple M4,,Belirtilmemiş,,Yok,,Belirtilmemiş,Belirtilmemiş,,Yok,13 inç,Liquid Retina Ekran,2560 x 1664,,,Dahili Ekran Kartı,Onboard,,Paylaşımlı,Paylaşımlı,macOS,2025-12-02 04:06:43,60.999 TL,https://www.hepsiburada.com/apple-macbook-air-m4-16gb-512gb-ssd-macos-13-tasinabilir-bilgisayar-gok-mavisi-mc6u4tu-a-p-HBCV0000874972
Dell Vostro 3530 I5-1334U 8gb 512GB SSD 15.6 Fhd Ubuntu Taşınabilir Bilgisayar N3409PVNB3530-UBU,Dell,Notebook,Ofis ve İş,Siyah,1 - 2 kg,Intel Core i5,1334U,13.Nesil,10,12 MB Cache,"1,3 GHz","4,6 GHz",8 GB,DDR4,3200 MHz,512 GB,Yok,"15,6 inç",WVA,1920 x 1080,Full HD,120 Hz,Dahili Ekran Kartı,Intel UHD Graphics,Intel UHD Graphics,Paylaşımlı,Paylaşımlı,Ubuntu,2025-12-02 04:06:48,"23.039,04 TL",https://www.hepsiburada.com/dell-vostro-3530-i5-1334u-8gb-512gb-ssd-15-6-fhd-ubuntu-tasinabilir-bilgisayar-n3409pvnb3530-ubu-pm-HBC000075BAE0
"Dell Vostro 3530 I5-1334U 32GB 1tb SSD 15.6"" Fhd Freedos Taşınabilir Bilgisayar N3409PVNB3530U 006",Dell,Notebook,Ofis ve İş,"Siyah, Siyah",1 - 2 kg,Intel Core i5,1334U,13.Nesil,,12 MB Cache,"1,3 GHz","4,6 GHz",,DDR4,3200 MHz,,Yok,"15,6 inç",WVA,1920 x 1080,Full HD,120 Hz,Dahili Ekran Kartı,Intel Iris Xe Graphics,Intel UHD Graphics,Paylaşımlı,Paylaşımlı,Yok (Free Dos),2025-12-02 04:06:53,"33.585,28 TL",https://www.hepsiburada.com/dell-vostro-3530-i5-1334u-32gb-1tb-ssd-15-6-fhd-freedos-tasinabilir-bilgisayar-n3409pvnb3530u-006-p-HBCV00007J9PLA
"Casper Nirvana X650 I7-13620H 32GB DDR5 1TB SSD Freedos 15.6"" Taşınabilir Bilgisayar X650.1362-DF00X-G-F",Casper,Notebook,,"Gri, Gri",2 kg ve Altı,Intel Core i7,13620H,13.Nesil,,24 MB Cache,,"2,4 GHz",,DDR5,4800 MHz,,Yok,"15,6 inç",IPS,1920 x 1080,,,Dahili Ekran Kartı,Intel Graphics,,Paylaşımlı,Paylaşımlı,Yok (Free Dos),2025-12-02 04:06:57,32.799 TL,https://www.hepsiburada.com/casper-nirvana-x650-i7-13620h-32gb-ddr5-1tb-ssd-freedos-15-6-tasinabilir-bilgisayar-x650-1362-df00x-g-f-pm-HBC00008WFD1Z
